id,D-30,D-21,D-14,D-7,D-0
1,1.266098721957051,1.1068267636894182,1.2004123166955258,0.6812536428079123,1.1164309099664134
2,1.2638077716345189,1.0983465712360463,0.8142349176853436,0.7101866151157907,1.2249478564223213
3,1.2759104429025645,1.3420366260262304,0.6580951072382226,0.8487361484339874,1.1503046125539422
4,1.1275694226051753,0.8142349176853436,0.7101866151157907,1.2249478564223213,1.7112711078377223
5,1.211147888990558,0.7059683444988788,1.027699246110426,1.1317414380682929,2.0415844216237655
6,1.33694372417025,0.6812536428079123,1.1164309099664134,1.3371964599850903,2.1929212900341626
7,1.3561090087663337,0.7101866151157907,1.2249478564223213,1.7112711078377223,2.2167497480925498
8,0.7217494427060929,1.027699246110426,1.1317414380682929,2.0415844216237655,2.1274341222623274
9,0.7034143372406625,1.1164309099664134,1.3371964599850903,2.1929212900341626,1.9556499132375218
10,0.6812536428079123,1.163564322283772,1.8511548376952607,2.1400717161671685,1.8255745588345524
11,0.7101866151157907,1.1503046125539422,2.047968026244722,2.1483359160715114,1.6837424755656045
12,0.8016274826504618,1.1317414380682929,2.0415844216237655,2.1274341222623274,1.6759427136780527
13,1.0787362138684709,1.7112711078377223,2.2167497480925498,1.904959331820338,1.661203674043074
14,1.2249478564223213,2.047968026244722,2.1483359160715114,1.6837424755656045,1.745727735905871
15,1.23157934380924,2.1929212900341626,1.9556499132375218,1.6248393044310645,1.8163712474882732
16,1.3371964599850903,2.1400717161671685,1.8255745588345524,1.7327671015101507,1.71274194307316
17,1.7112711078377223,2.1483359160715114,1.6837424755656045,1.745727735905871,1.69473903933566
18,1.8511548376952607,2.1274341222623274,1.6759427136780527,1.7828409435569081,1.5861792255768552
19,2.147875074071954,1.9556499132375218,1.6248393044310645,1.8163712474882732,1.5087108354249479
20,2.1929212900341626,1.8255745588345524,1.7327671015101507,1.71274194307316,1.4157487219699731
21,2.2167497480925498,1.6837424755656045,1.745727735905871,1.69473903933566,1.4977463067867933
22,2.1400717161671685,1.6759427136780527,1.7828409435569081,1.5861792255768552,1.4373363384049858
23,1.9737176776209902,1.661203674043074,1.7175310412568916,1.4330398513013223,1.2135817947530954
24,1.9556499132375218,1.7327671015101507,1.71274194307316,1.4157487219699731,1.0666279762703783
25,1.904959331820338,1.745727735905871,1.69473903933566,1.4977463067867933,1.0174278765523141
26,1.8255745588345524,1.7828409435569081,1.5861792255768552,1.4373363384049858,0.9993319576523114
27,1.6540679418904412,1.8163712474882732,1.5087108354249479,1.3426275862794197,0.951973806703551
28,1.6266466660877419,1.7175310412568916,1.4330398513013223,1.2135817947530954,1.00790939568021
29,1.6248393044310645,1.71274194307316,1.4157487219699731,1.0666279762703783,1.046655682077695
30,1.661203674043074,1.69473903933566,1.4977463067867933,1.0174278765523141,0.9738773541164353
31,1.8436574571704145,1.5087108354249479,1.3426275862794197,0.951973806703551,1.0175914949481077
32,1.8364562000689382,1.4330398513013223,1.2135817947530954,1.00790939568021,1.1038472991560884
33,1.7175310412568916,1.4977463067867933,1.0174278765523141,0.9738773541164353,0.7537076437074857
34,1.5087108354249479,1.0666279762703783,1.046655682077695,1.0530787159807686,0.5769068749408499
35,1.3426275862794197,1.046655682077695,1.0530787159807686,0.5769068749408499,0.2578603817015216
36,1.2135817947530954,0.9738773541164353,0.7537076437074857,0.5800807108958475,0.31643169798041365
37,1.0666279762703783,1.0018260729905015,0.7387108563091576,0.6060428928054542,0.34038896934140117
38,0.9694847769764998,1.0175914949481077,0.7341248972871465,0.5562681065563007,0.3066878110493366
