year_month,rolling_corr,window,lag,risk_metric,social_indicator
2023-12,0.3559,12,4,warning_days,suicide
2024-01,0.1574,12,4,warning_days,suicide
2024-02,0.3591,12,4,warning_days,suicide
2024-03,0.3836,12,4,warning_days,suicide
2024-04,0.575,12,4,warning_days,suicide
2024-05,0.5264,12,4,warning_days,suicide
2024-06,0.5381,12,4,warning_days,suicide
2024-07,0.519,12,4,warning_days,suicide
2024-08,0.6278,12,4,warning_days,suicide
2024-09,0.6306,12,4,warning_days,suicide
2024-10,0.6049,12,4,warning_days,suicide
2024-11,0.6241,12,4,warning_days,suicide
2024-12,0.5389,12,4,warning_days,suicide
2007-03,-0.3484,12,2,risk_mean,mental_disorder
2007-04,-0.2897,12,2,risk_mean,mental_disorder
2007-05,-0.4469,12,2,risk_mean,mental_disorder
2007-06,-0.3828,12,2,risk_mean,mental_disorder
2007-07,-0.2702,12,2,risk_mean,mental_disorder
2007-08,-0.3087,12,2,risk_mean,mental_disorder
2007-09,-0.3277,12,2,risk_mean,mental_disorder
2007-10,-0.1068,12,2,risk_mean,mental_disorder
2007-11,-0.0698,12,2,risk_mean,mental_disorder
2007-12,0.0191,12,2,risk_mean,mental_disorder
2008-01,0.5468,12,2,risk_mean,mental_disorder
2008-02,0.4454,12,2,risk_mean,mental_disorder
2008-03,0.6527,12,2,risk_mean,mental_disorder
2008-04,0.6285,12,2,risk_mean,mental_disorder
2008-05,0.4055,12,2,risk_mean,mental_disorder
2008-06,0.3258,12,2,risk_mean,mental_disorder
2008-07,0.2254,12,2,risk_mean,mental_disorder
2008-08,-0.1007,12,2,risk_mean,mental_disorder
2008-09,-0.4552,12,2,risk_mean,mental_disorder
2008-10,-0.5067,12,2,risk_mean,mental_disorder
2008-11,-0.3482,12,2,risk_mean,mental_disorder
2008-12,-0.217,12,2,risk_mean,mental_disorder
2009-01,0.0983,12,2,risk_mean,mental_disorder
2009-02,0.0251,12,2,risk_mean,mental_disorder
2009-03,0.1803,12,2,risk_mean,mental_disorder
2009-04,0.3056,12,2,risk_mean,mental_disorder
2009-05,0.2388,12,2,risk_mean,mental_disorder
2009-06,0.2239,12,2,risk_mean,mental_disorder
2009-07,0.3842,12,2,risk_mean,mental_disorder
2009-08,0.3726,12,2,risk_mean,mental_disorder
2009-09,0.3998,12,2,risk_mean,mental_disorder
2009-10,0.4208,12,2,risk_mean,mental_disorder
2009-11,0.4576,12,2,risk_mean,mental_disorder
2009-12,0.3517,12,2,risk_mean,mental_disorder
2010-01,-0.4068,12,2,risk_mean,mental_disorder
2010-02,-0.2198,12,2,risk_mean,mental_disorder
2010-03,-0.3067,12,2,risk_mean,mental_disorder
2010-04,-0.4047,12,2,risk_mean,mental_disorder
2010-05,-0.3149,12,2,risk_mean,mental_disorder
2010-06,-0.0713,12,2,risk_mean,mental_disorder
2010-07,-0.3782,12,2,risk_mean,mental_disorder
2010-08,-0.5355,12,2,risk_mean,mental_disorder
2010-09,-0.5997,12,2,risk_mean,mental_disorder
2010-10,-0.5568,12,2,risk_mean,mental_disorder
2010-11,-0.405,12,2,risk_mean,mental_disorder
2010-12,-0.2012,12,2,risk_mean,mental_disorder
2011-01,0.1986,12,2,risk_mean,mental_disorder
2011-02,0.2557,12,2,risk_mean,mental_disorder
2011-03,0.2702,12,2,risk_mean,mental_disorder
2011-04,0.2468,12,2,risk_mean,mental_disorder
2011-05,0.0256,12,2,risk_mean,mental_disorder
2011-06,-0.0924,12,2,risk_mean,mental_disorder
2011-07,0.1904,12,2,risk_mean,mental_disorder
2011-08,0.2527,12,2,risk_mean,mental_disorder
2011-09,0.3241,12,2,risk_mean,mental_disorder
2011-10,0.3352,12,2,risk_mean,mental_disorder
2011-11,0.4059,12,2,risk_mean,mental_disorder
2011-12,0.5251,12,2,risk_mean,mental_disorder
2012-01,0.3606,12,2,risk_mean,mental_disorder
2012-02,0.323,12,2,risk_mean,mental_disorder
2012-03,0.2565,12,2,risk_mean,mental_disorder
2012-04,0.2335,12,2,risk_mean,mental_disorder
2012-05,0.3525,12,2,risk_mean,mental_disorder
2012-06,0.4469,12,2,risk_mean,mental_disorder
2012-07,0.4451,12,2,risk_mean,mental_disorder
2012-08,0.4522,12,2,risk_mean,mental_disorder
2012-09,0.4157,12,2,risk_mean,mental_disorder
2012-10,0.6306,12,2,risk_mean,mental_disorder
2012-11,0.6324,12,2,risk_mean,mental_disorder
2012-12,0.654,12,2,risk_mean,mental_disorder
2013-01,0.6085,12,2,risk_mean,mental_disorder
2013-02,0.2778,12,2,risk_mean,mental_disorder
2013-03,-0.0167,12,2,risk_mean,mental_disorder
2013-04,-0.0162,12,2,risk_mean,mental_disorder
2013-05,-0.019,12,2,risk_mean,mental_disorder
2013-06,-0.2187,12,2,risk_mean,mental_disorder
2013-07,0.036,12,2,risk_mean,mental_disorder
2013-08,0.0802,12,2,risk_mean,mental_disorder
2013-09,0.2567,12,2,risk_mean,mental_disorder
2013-10,0.1547,12,2,risk_mean,mental_disorder
2013-11,0.0788,12,2,risk_mean,mental_disorder
2013-12,0.0285,12,2,risk_mean,mental_disorder
2014-01,-0.2236,12,2,risk_mean,mental_disorder
2014-02,-0.213,12,2,risk_mean,mental_disorder
2014-03,-0.1498,12,2,risk_mean,mental_disorder
2014-04,-0.1149,12,2,risk_mean,mental_disorder
2014-05,-0.073,12,2,risk_mean,mental_disorder
2014-06,0.237,12,2,risk_mean,mental_disorder
2014-07,0.4065,12,2,risk_mean,mental_disorder
2014-08,0.5852,12,2,risk_mean,mental_disorder
2014-09,0.8256,12,2,risk_mean,mental_disorder
2014-10,0.7631,12,2,risk_mean,mental_disorder
2014-11,0.5023,12,2,risk_mean,mental_disorder
2014-12,0.4188,12,2,risk_mean,mental_disorder
2015-01,0.4209,12,2,risk_mean,mental_disorder
2015-02,0.4833,12,2,risk_mean,mental_disorder
2015-03,0.4972,12,2,risk_mean,mental_disorder
2015-04,0.5313,12,2,risk_mean,mental_disorder
2015-05,0.5472,12,2,risk_mean,mental_disorder
2015-06,0.5134,12,2,risk_mean,mental_disorder
2015-07,0.448,12,2,risk_mean,mental_disorder
2015-08,0.246,12,2,risk_mean,mental_disorder
2015-09,-0.0641,12,2,risk_mean,mental_disorder
2015-10,-0.1074,12,2,risk_mean,mental_disorder
2015-11,0.0403,12,2,risk_mean,mental_disorder
2015-12,0.1069,12,2,risk_mean,mental_disorder
2016-01,-0.0587,12,2,risk_mean,mental_disorder
2016-02,-0.0748,12,2,risk_mean,mental_disorder
2016-03,-0.0098,12,2,risk_mean,mental_disorder
2016-04,-0.0639,12,2,risk_mean,mental_disorder
2016-05,-0.0124,12,2,risk_mean,mental_disorder
2016-06,0.1068,12,2,risk_mean,mental_disorder
2016-07,0.0883,12,2,risk_mean,mental_disorder
2016-08,0.1331,12,2,risk_mean,mental_disorder
2016-09,0.2462,12,2,risk_mean,mental_disorder
2016-10,0.2182,12,2,risk_mean,mental_disorder
2016-11,0.0317,12,2,risk_mean,mental_disorder
2016-12,-0.0231,12,2,risk_mean,mental_disorder
2017-01,0.103,12,2,risk_mean,mental_disorder
2017-02,0.0887,12,2,risk_mean,mental_disorder
2017-03,-0.0343,12,2,risk_mean,mental_disorder
2017-04,0.1207,12,2,risk_mean,mental_disorder
2017-05,0.2181,12,2,risk_mean,mental_disorder
2017-06,0.1904,12,2,risk_mean,mental_disorder
2017-07,0.3063,12,2,risk_mean,mental_disorder
2017-08,0.3987,12,2,risk_mean,mental_disorder
2017-09,0.7148,12,2,risk_mean,mental_disorder
2017-10,0.6862,12,2,risk_mean,mental_disorder
2017-11,0.7032,12,2,risk_mean,mental_disorder
2017-12,0.607,12,2,risk_mean,mental_disorder
2018-01,0.1452,12,2,risk_mean,mental_disorder
2018-02,0.1879,12,2,risk_mean,mental_disorder
2018-03,-0.2633,12,2,risk_mean,mental_disorder
2018-04,-0.5603,12,2,risk_mean,mental_disorder
2018-05,-0.4518,12,2,risk_mean,mental_disorder
2018-06,-0.479,12,2,risk_mean,mental_disorder
2018-07,-0.4889,12,2,risk_mean,mental_disorder
2018-08,-0.5703,12,2,risk_mean,mental_disorder
2018-09,-0.6171,12,2,risk_mean,mental_disorder
2018-10,-0.5221,12,2,risk_mean,mental_disorder
2018-11,-0.2219,12,2,risk_mean,mental_disorder
2018-12,-0.1194,12,2,risk_mean,mental_disorder
2019-01,0.5119,12,2,risk_mean,mental_disorder
2019-02,0.6859,12,2,risk_mean,mental_disorder
2019-03,0.7634,12,2,risk_mean,mental_disorder
2019-04,0.724,12,2,risk_mean,mental_disorder
2019-05,0.7004,12,2,risk_mean,mental_disorder
2019-06,0.6568,12,2,risk_mean,mental_disorder
2019-07,0.699,12,2,risk_mean,mental_disorder
2019-08,0.646,12,2,risk_mean,mental_disorder
2019-09,0.711,12,2,risk_mean,mental_disorder
2019-10,0.5175,12,2,risk_mean,mental_disorder
2019-11,0.4867,12,2,risk_mean,mental_disorder
2019-12,0.4469,12,2,risk_mean,mental_disorder
2020-01,0.1895,12,2,risk_mean,mental_disorder
2020-02,0.162,12,2,risk_mean,mental_disorder
2020-03,0.1105,12,2,risk_mean,mental_disorder
2020-04,-0.0245,12,2,risk_mean,mental_disorder
2020-05,-0.3831,12,2,risk_mean,mental_disorder
2020-06,-0.6818,12,2,risk_mean,mental_disorder
2020-07,-0.681,12,2,risk_mean,mental_disorder
2020-08,-0.6512,12,2,risk_mean,mental_disorder
2020-09,-0.6325,12,2,risk_mean,mental_disorder
2020-10,-0.6315,12,2,risk_mean,mental_disorder
2020-11,-0.6076,12,2,risk_mean,mental_disorder
2020-12,-0.5427,12,2,risk_mean,mental_disorder
2021-01,-0.4948,12,2,risk_mean,mental_disorder
2021-02,-0.1074,12,2,risk_mean,mental_disorder
2021-03,0.1117,12,2,risk_mean,mental_disorder
2021-04,0.18,12,2,risk_mean,mental_disorder
2021-05,0.2739,12,2,risk_mean,mental_disorder
2021-06,0.4624,12,2,risk_mean,mental_disorder
2021-07,0.5433,12,2,risk_mean,mental_disorder
2021-08,0.438,12,2,risk_mean,mental_disorder
2021-09,0.3868,12,2,risk_mean,mental_disorder
2021-10,0.3223,12,2,risk_mean,mental_disorder
2021-11,-0.0263,12,2,risk_mean,mental_disorder
2021-12,0.078,12,2,risk_mean,mental_disorder
2022-01,0.1863,12,2,risk_mean,mental_disorder
2022-02,0.215,12,2,risk_mean,mental_disorder
2022-03,0.4807,12,2,risk_mean,mental_disorder
2022-04,0.5722,12,2,risk_mean,mental_disorder
2022-05,0.4173,12,2,risk_mean,mental_disorder
2022-06,0.1838,12,2,risk_mean,mental_disorder
2022-07,-0.0321,12,2,risk_mean,mental_disorder
2022-08,-0.1735,12,2,risk_mean,mental_disorder
2022-09,-0.1755,12,2,risk_mean,mental_disorder
2022-10,-0.2462,12,2,risk_mean,mental_disorder
2022-11,-0.3334,12,2,risk_mean,mental_disorder
2022-12,-0.0177,12,2,risk_mean,mental_disorder
2023-01,0.1767,12,2,risk_mean,mental_disorder
2023-02,0.1624,12,2,risk_mean,mental_disorder
2023-03,0.3529,12,2,risk_mean,mental_disorder
2023-04,0.6763,12,2,risk_mean,mental_disorder
2023-05,0.5647,12,2,risk_mean,mental_disorder
2023-06,0.5343,12,2,risk_mean,mental_disorder
2023-07,0.4797,12,2,risk_mean,mental_disorder
2023-08,-0.0548,12,2,risk_mean,mental_disorder
2023-09,0.0399,12,2,risk_mean,mental_disorder
2023-10,-0.0829,12,2,risk_mean,mental_disorder
2023-11,-0.1605,12,2,risk_mean,mental_disorder
2023-12,-0.2661,12,2,risk_mean,mental_disorder
2024-01,-0.436,12,2,risk_mean,mental_disorder
2024-02,-0.3975,12,2,risk_mean,mental_disorder
2024-03,-0.3274,12,2,risk_mean,mental_disorder
2024-04,-0.2118,12,2,risk_mean,mental_disorder
2024-05,-0.1528,12,2,risk_mean,mental_disorder
2024-06,0.2271,12,2,risk_mean,mental_disorder
2024-07,0.3246,12,2,risk_mean,mental_disorder
2024-08,0.5511,12,2,risk_mean,mental_disorder
2024-09,0.4948,12,2,risk_mean,mental_disorder
2024-10,0.4795,12,2,risk_mean,mental_disorder
2024-11,0.4362,12,2,risk_mean,mental_disorder
2024-12,0.4581,12,2,risk_mean,mental_disorder
2007-03,-0.3507,12,2,risk_max,mental_disorder
2007-04,-0.305,12,2,risk_max,mental_disorder
2007-05,-0.4248,12,2,risk_max,mental_disorder
2007-06,-0.468,12,2,risk_max,mental_disorder
2007-07,-0.4143,12,2,risk_max,mental_disorder
2007-08,-0.5223,12,2,risk_max,mental_disorder
2007-09,-0.5486,12,2,risk_max,mental_disorder
2007-10,-0.2368,12,2,risk_max,mental_disorder
2007-11,-0.117,12,2,risk_max,mental_disorder
2007-12,0.0701,12,2,risk_max,mental_disorder
2008-01,0.516,12,2,risk_max,mental_disorder
2008-02,0.4484,12,2,risk_max,mental_disorder
2008-03,0.626,12,2,risk_max,mental_disorder
2008-04,0.6069,12,2,risk_max,mental_disorder
2008-05,0.5249,12,2,risk_max,mental_disorder
2008-06,0.4216,12,2,risk_max,mental_disorder
2008-07,0.342,12,2,risk_max,mental_disorder
2008-08,-0.0019,12,2,risk_max,mental_disorder
2008-09,-0.4127,12,2,risk_max,mental_disorder
2008-10,-0.4565,12,2,risk_max,mental_disorder
2008-11,-0.2978,12,2,risk_max,mental_disorder
2008-12,-0.1921,12,2,risk_max,mental_disorder
2009-01,0.1019,12,2,risk_max,mental_disorder
2009-02,0.0507,12,2,risk_max,mental_disorder
2009-03,0.2122,12,2,risk_max,mental_disorder
2009-04,0.3338,12,2,risk_max,mental_disorder
2009-05,0.2786,12,2,risk_max,mental_disorder
2009-06,0.2719,12,2,risk_max,mental_disorder
2009-07,0.4313,12,2,risk_max,mental_disorder
2009-08,0.418,12,2,risk_max,mental_disorder
2009-09,0.4401,12,2,risk_max,mental_disorder
2009-10,0.4316,12,2,risk_max,mental_disorder
2009-11,0.4407,12,2,risk_max,mental_disorder
2009-12,0.3349,12,2,risk_max,mental_disorder
2010-01,-0.4137,12,2,risk_max,mental_disorder
2010-02,-0.2194,12,2,risk_max,mental_disorder
2010-03,-0.3134,12,2,risk_max,mental_disorder
2010-04,-0.4842,12,2,risk_max,mental_disorder
2010-05,-0.3842,12,2,risk_max,mental_disorder
2010-06,-0.1957,12,2,risk_max,mental_disorder
2010-07,-0.4305,12,2,risk_max,mental_disorder
2010-08,-0.5594,12,2,risk_max,mental_disorder
2010-09,-0.6184,12,2,risk_max,mental_disorder
2010-10,-0.5783,12,2,risk_max,mental_disorder
2010-11,-0.3691,12,2,risk_max,mental_disorder
2010-12,-0.0777,12,2,risk_max,mental_disorder
2011-01,0.1715,12,2,risk_max,mental_disorder
2011-02,0.2208,12,2,risk_max,mental_disorder
2011-03,0.2262,12,2,risk_max,mental_disorder
2011-04,0.1884,12,2,risk_max,mental_disorder
2011-05,-0.0133,12,2,risk_max,mental_disorder
2011-06,-0.0944,12,2,risk_max,mental_disorder
2011-07,0.3012,12,2,risk_max,mental_disorder
2011-08,0.3872,12,2,risk_max,mental_disorder
2011-09,0.3868,12,2,risk_max,mental_disorder
2011-10,0.3297,12,2,risk_max,mental_disorder
2011-11,0.4042,12,2,risk_max,mental_disorder
2011-12,0.5725,12,2,risk_max,mental_disorder
2012-01,0.4514,12,2,risk_max,mental_disorder
2012-02,0.302,12,2,risk_max,mental_disorder
2012-03,0.2238,12,2,risk_max,mental_disorder
2012-04,0.2278,12,2,risk_max,mental_disorder
2012-05,0.3023,12,2,risk_max,mental_disorder
2012-06,0.3707,12,2,risk_max,mental_disorder
2012-07,0.347,12,2,risk_max,mental_disorder
2012-08,0.3558,12,2,risk_max,mental_disorder
2012-09,0.3548,12,2,risk_max,mental_disorder
2012-10,0.5307,12,2,risk_max,mental_disorder
2012-11,0.5307,12,2,risk_max,mental_disorder
2012-12,0.6277,12,2,risk_max,mental_disorder
2013-01,0.5517,12,2,risk_max,mental_disorder
2013-02,0.2486,12,2,risk_max,mental_disorder
2013-03,0.026,12,2,risk_max,mental_disorder
2013-04,0.0265,12,2,risk_max,mental_disorder
2013-05,0.0211,12,2,risk_max,mental_disorder
2013-06,-0.2049,12,2,risk_max,mental_disorder
2013-07,0.0482,12,2,risk_max,mental_disorder
2013-08,-0.0419,12,2,risk_max,mental_disorder
2013-09,-0.1309,12,2,risk_max,mental_disorder
2013-10,-0.2041,12,2,risk_max,mental_disorder
2013-11,-0.1947,12,2,risk_max,mental_disorder
2013-12,-0.2528,12,2,risk_max,mental_disorder
2014-01,-0.4642,12,2,risk_max,mental_disorder
2014-02,-0.4297,12,2,risk_max,mental_disorder
2014-03,-0.5139,12,2,risk_max,mental_disorder
2014-04,-0.4539,12,2,risk_max,mental_disorder
2014-05,-0.3694,12,2,risk_max,mental_disorder
2014-06,-0.1667,12,2,risk_max,mental_disorder
2014-07,0.1153,12,2,risk_max,mental_disorder
2014-08,0.3438,12,2,risk_max,mental_disorder
2014-09,0.9008,12,2,risk_max,mental_disorder
2014-10,0.7743,12,2,risk_max,mental_disorder
2014-11,0.4334,12,2,risk_max,mental_disorder
2014-12,0.4602,12,2,risk_max,mental_disorder
2015-01,0.4568,12,2,risk_max,mental_disorder
2015-02,0.4972,12,2,risk_max,mental_disorder
2015-03,0.6092,12,2,risk_max,mental_disorder
2015-04,0.5956,12,2,risk_max,mental_disorder
2015-05,0.5833,12,2,risk_max,mental_disorder
2015-06,0.5484,12,2,risk_max,mental_disorder
2015-07,0.5423,12,2,risk_max,mental_disorder
2015-08,0.3242,12,2,risk_max,mental_disorder
2015-09,0.0402,12,2,risk_max,mental_disorder
2015-10,-0.0019,12,2,risk_max,mental_disorder
2015-11,0.15,12,2,risk_max,mental_disorder
2015-12,0.1514,12,2,risk_max,mental_disorder
2016-01,0.0336,12,2,risk_max,mental_disorder
2016-02,0.0166,12,2,risk_max,mental_disorder
2016-03,0.0504,12,2,risk_max,mental_disorder
2016-04,-0.0238,12,2,risk_max,mental_disorder
2016-05,-0.0661,12,2,risk_max,mental_disorder
2016-06,0.0519,12,2,risk_max,mental_disorder
2016-07,0.0283,12,2,risk_max,mental_disorder
2016-08,0.0426,12,2,risk_max,mental_disorder
2016-09,0.0981,12,2,risk_max,mental_disorder
2016-10,0.0628,12,2,risk_max,mental_disorder
2016-11,-0.1273,12,2,risk_max,mental_disorder
2016-12,-0.1905,12,2,risk_max,mental_disorder
2017-01,-0.1258,12,2,risk_max,mental_disorder
2017-02,-0.1418,12,2,risk_max,mental_disorder
2017-03,-0.332,12,2,risk_max,mental_disorder
2017-04,-0.3243,12,2,risk_max,mental_disorder
2017-05,-0.0921,12,2,risk_max,mental_disorder
2017-06,-0.1312,12,2,risk_max,mental_disorder
2017-07,0.0548,12,2,risk_max,mental_disorder
2017-08,0.2927,12,2,risk_max,mental_disorder
2017-09,0.7764,12,2,risk_max,mental_disorder
2017-10,0.7418,12,2,risk_max,mental_disorder
2017-11,0.7293,12,2,risk_max,mental_disorder
2017-12,0.5815,12,2,risk_max,mental_disorder
2018-01,0.1014,12,2,risk_max,mental_disorder
2018-02,0.1211,12,2,risk_max,mental_disorder
2018-03,-0.2561,12,2,risk_max,mental_disorder
2018-04,-0.5956,12,2,risk_max,mental_disorder
2018-05,-0.4772,12,2,risk_max,mental_disorder
2018-06,-0.4756,12,2,risk_max,mental_disorder
2018-07,-0.4637,12,2,risk_max,mental_disorder
2018-08,-0.5148,12,2,risk_max,mental_disorder
2018-09,-0.622,12,2,risk_max,mental_disorder
2018-10,-0.4322,12,2,risk_max,mental_disorder
2018-11,-0.2531,12,2,risk_max,mental_disorder
2018-12,-0.0824,12,2,risk_max,mental_disorder
2019-01,0.4612,12,2,risk_max,mental_disorder
2019-02,0.6304,12,2,risk_max,mental_disorder
2019-03,0.6711,12,2,risk_max,mental_disorder
2019-04,0.6467,12,2,risk_max,mental_disorder
2019-05,0.6189,12,2,risk_max,mental_disorder
2019-06,0.5803,12,2,risk_max,mental_disorder
2019-07,0.6167,12,2,risk_max,mental_disorder
2019-08,0.5491,12,2,risk_max,mental_disorder
2019-09,0.5344,12,2,risk_max,mental_disorder
2019-10,0.4577,12,2,risk_max,mental_disorder
2019-11,0.4583,12,2,risk_max,mental_disorder
2019-12,0.4815,12,2,risk_max,mental_disorder
2020-01,0.1338,12,2,risk_max,mental_disorder
2020-02,0.0838,12,2,risk_max,mental_disorder
2020-03,0.0527,12,2,risk_max,mental_disorder
2020-04,-0.177,12,2,risk_max,mental_disorder
2020-05,-0.4328,12,2,risk_max,mental_disorder
2020-06,-0.7262,12,2,risk_max,mental_disorder
2020-07,-0.7412,12,2,risk_max,mental_disorder
2020-08,-0.7272,12,2,risk_max,mental_disorder
2020-09,-0.699,12,2,risk_max,mental_disorder
2020-10,-0.6943,12,2,risk_max,mental_disorder
2020-11,-0.6795,12,2,risk_max,mental_disorder
2020-12,-0.6475,12,2,risk_max,mental_disorder
2021-01,-0.6052,12,2,risk_max,mental_disorder
2021-02,-0.1458,12,2,risk_max,mental_disorder
2021-03,0.066,12,2,risk_max,mental_disorder
2021-04,0.1162,12,2,risk_max,mental_disorder
2021-05,0.223,12,2,risk_max,mental_disorder
2021-06,0.429,12,2,risk_max,mental_disorder
2021-07,0.597,12,2,risk_max,mental_disorder
2021-08,0.5655,12,2,risk_max,mental_disorder
2021-09,0.5278,12,2,risk_max,mental_disorder
2021-10,0.5765,12,2,risk_max,mental_disorder
2021-11,0.3941,12,2,risk_max,mental_disorder
2021-12,0.1521,12,2,risk_max,mental_disorder
2022-01,0.1698,12,2,risk_max,mental_disorder
2022-02,0.1796,12,2,risk_max,mental_disorder
2022-03,0.4421,12,2,risk_max,mental_disorder
2022-04,0.7493,12,2,risk_max,mental_disorder
2022-05,0.5914,12,2,risk_max,mental_disorder
2022-06,0.4025,12,2,risk_max,mental_disorder
2022-07,0.2154,12,2,risk_max,mental_disorder
2022-08,-0.0463,12,2,risk_max,mental_disorder
2022-09,-0.0993,12,2,risk_max,mental_disorder
2022-10,-0.1601,12,2,risk_max,mental_disorder
2022-11,-0.2493,12,2,risk_max,mental_disorder
2022-12,0.0245,12,2,risk_max,mental_disorder
2023-01,0.2288,12,2,risk_max,mental_disorder
2023-02,0.2078,12,2,risk_max,mental_disorder
2023-03,0.483,12,2,risk_max,mental_disorder
2023-04,0.7324,12,2,risk_max,mental_disorder
2023-05,0.6081,12,2,risk_max,mental_disorder
2023-06,0.5489,12,2,risk_max,mental_disorder
2023-07,0.3608,12,2,risk_max,mental_disorder
2023-08,-0.1006,12,2,risk_max,mental_disorder
2023-09,-0.0527,12,2,risk_max,mental_disorder
2023-10,-0.1281,12,2,risk_max,mental_disorder
2023-11,-0.1619,12,2,risk_max,mental_disorder
2023-12,-0.167,12,2,risk_max,mental_disorder
2024-01,-0.3211,12,2,risk_max,mental_disorder
2024-02,-0.257,12,2,risk_max,mental_disorder
2024-03,-0.1569,12,2,risk_max,mental_disorder
2024-04,-0.1138,12,2,risk_max,mental_disorder
2024-05,-0.0288,12,2,risk_max,mental_disorder
2024-06,0.3243,12,2,risk_max,mental_disorder
2024-07,0.3619,12,2,risk_max,mental_disorder
2024-08,0.5865,12,2,risk_max,mental_disorder
2024-09,0.6,12,2,risk_max,mental_disorder
2024-10,0.5611,12,2,risk_max,mental_disorder
2024-11,0.4994,12,2,risk_max,mental_disorder
2024-12,0.3934,12,2,risk_max,mental_disorder
2008-10,0.0919,12,4,warning_days,mental_disorder
2008-11,0.21,12,4,warning_days,mental_disorder
2008-12,0.1862,12,4,warning_days,mental_disorder
2009-01,0.3676,12,4,warning_days,mental_disorder
2009-02,0.1278,12,4,warning_days,mental_disorder
2009-03,0.2373,12,4,warning_days,mental_disorder
2009-04,0.3414,12,4,warning_days,mental_disorder
2009-05,0.2148,12,4,warning_days,mental_disorder
2009-06,0.0401,12,4,warning_days,mental_disorder
2009-07,0.0568,12,4,warning_days,mental_disorder
2009-08,-0.014,12,4,warning_days,mental_disorder
2009-09,-0.1191,12,4,warning_days,mental_disorder
2009-10,0.0549,12,4,warning_days,mental_disorder
2009-11,0.0104,12,4,warning_days,mental_disorder
2009-12,0.1305,12,4,warning_days,mental_disorder
2010-01,0.0322,12,4,warning_days,mental_disorder
2010-02,0.0558,12,4,warning_days,mental_disorder
2010-03,0.0329,12,4,warning_days,mental_disorder
2010-04,-0.0112,12,4,warning_days,mental_disorder
2010-05,0.11,12,4,warning_days,mental_disorder
2010-06,0.3206,12,4,warning_days,mental_disorder
2010-07,0.6475,12,4,warning_days,mental_disorder
2010-08,0.7263,12,4,warning_days,mental_disorder
2010-09,0.3359,12,4,warning_days,mental_disorder
2010-10,0.2491,12,4,warning_days,mental_disorder
2010-11,0.3158,12,4,warning_days,mental_disorder
2010-12,0.4312,12,4,warning_days,mental_disorder
2011-01,0.4204,12,4,warning_days,mental_disorder
2011-02,0.4347,12,4,warning_days,mental_disorder
2011-03,0.4403,12,4,warning_days,mental_disorder
2011-04,0.4136,12,4,warning_days,mental_disorder
2011-05,0.3269,12,4,warning_days,mental_disorder
2011-06,0.3411,12,4,warning_days,mental_disorder
2011-07,0.0648,12,4,warning_days,mental_disorder
2011-08,-0.2531,12,4,warning_days,mental_disorder
2011-09,0.1305,12,4,warning_days,mental_disorder
2011-10,0.1638,12,4,warning_days,mental_disorder
2011-11,0.1555,12,4,warning_days,mental_disorder
2011-12,0.1959,12,4,warning_days,mental_disorder
2012-01,0.3303,12,4,warning_days,mental_disorder
2012-02,0.4007,12,4,warning_days,mental_disorder
2012-03,0.4234,12,4,warning_days,mental_disorder
2012-04,0.4405,12,4,warning_days,mental_disorder
2012-05,0.5085,12,4,warning_days,mental_disorder
2012-06,0.4982,12,4,warning_days,mental_disorder
2012-07,0.6997,12,4,warning_days,mental_disorder
2012-08,0.6891,12,4,warning_days,mental_disorder
2012-09,0.6801,12,4,warning_days,mental_disorder
2012-10,0.6835,12,4,warning_days,mental_disorder
2012-11,0.7075,12,4,warning_days,mental_disorder
2012-12,0.6899,12,4,warning_days,mental_disorder
2013-01,0.6526,12,4,warning_days,mental_disorder
2013-02,0.6387,12,4,warning_days,mental_disorder
2013-03,0.634,12,4,warning_days,mental_disorder
2013-04,0.6243,12,4,warning_days,mental_disorder
2013-05,0.6848,12,4,warning_days,mental_disorder
2013-06,0.7046,12,4,warning_days,mental_disorder
2013-07,0.6482,12,4,warning_days,mental_disorder
2013-08,0.5412,12,4,warning_days,mental_disorder
2013-09,0.5876,12,4,warning_days,mental_disorder
2013-10,0.5852,12,4,warning_days,mental_disorder
2013-11,0.5224,12,4,warning_days,mental_disorder
2013-12,0.4063,12,4,warning_days,mental_disorder
2014-01,0.2752,12,4,warning_days,mental_disorder
2014-02,0.2653,12,4,warning_days,mental_disorder
2014-03,0.2018,12,4,warning_days,mental_disorder
2014-04,0.2325,12,4,warning_days,mental_disorder
2014-05,0.2532,12,4,warning_days,mental_disorder
2014-06,0.3142,12,4,warning_days,mental_disorder
2014-07,0.4384,12,4,warning_days,mental_disorder
2014-08,0.6901,12,4,warning_days,mental_disorder
2014-09,0.689,12,4,warning_days,mental_disorder
2014-10,0.617,12,4,warning_days,mental_disorder
2014-11,0.4562,12,4,warning_days,mental_disorder
2014-12,0.3335,12,4,warning_days,mental_disorder
2015-01,0.2259,12,4,warning_days,mental_disorder
2015-02,0.2059,12,4,warning_days,mental_disorder
2015-03,0.1832,12,4,warning_days,mental_disorder
2015-04,0.4151,12,4,warning_days,mental_disorder
2015-05,0.3418,12,4,warning_days,mental_disorder
2015-06,0.1108,12,4,warning_days,mental_disorder
2015-07,0.0546,12,4,warning_days,mental_disorder
2015-08,0.0406,12,4,warning_days,mental_disorder
2015-09,0.0399,12,4,warning_days,mental_disorder
2015-10,0.018,12,4,warning_days,mental_disorder
