year_month,risk_mean,risk_max,warning_days,n_days,Property_055_contrib_mean,Property_083_contrib_mean,Property_042_contrib_mean,Property_110_contrib_mean,Property_087_contrib_mean,Property_002_contrib_mean,Property_070_contrib_mean,Property_113_contrib_mean,Property_055_ratio_mean,Property_083_ratio_mean,Property_042_ratio_mean,Property_110_ratio_mean,Property_087_ratio_mean,Property_002_ratio_mean,Property_070_ratio_mean,Property_113_ratio_mean,Property_055_ratio_max,Property_083_ratio_max,Property_042_ratio_max,Property_110_ratio_max,Property_087_ratio_max,Property_002_ratio_max,Property_070_ratio_max,Property_113_ratio_max,consec_warning_months,risk_mean_delta,risk_mean_accel
2012-05,18.292258064516126,32.41,15,31,0.0,0.0,0.0,0.2905870967741936,0.0,0.0,0.16736774193548387,0.05693225806451613,0.9234516129032257,0.0,0.0,1.8208,0.0,0.0,1.1952483870967743,1.1139870967741936,0.96,0,0,2.567,0,0,1.311,1.1784,0,6.44359139784946,9.100086021505374
2012-06,29.893666666666665,34.13,30,30,0.11725666666666666,0.0,0.0,0.20052,0.0,0.0,0.27589,0.09325,1.1271666666666667,0.0,0.0,1.56636,0.0,0.0,1.3218233333333334,1.18669,1.2272,0,0,1.9451,0,0,1.3649,1.2434,1,11.601408602150538,5.157817204301079
2012-07,33.62129032258064,36.72,31,31,0.21764838709677417,0.0,0.0,0.2946548387096774,0.0,0.0,0.2973193548387097,0.13774516129032258,1.2439967741935483,0.0,0.0,1.832258064516129,0.0,0.0,1.346816129032258,1.2757806451612903,1.3006,0,0,2.1427,0,0,1.3875,1.3363,2,3.727623655913977,-7.873784946236562
2012-08,21.281612903225806,35.93,15,31,0.19860967741935484,0.0,0.0,0.16963548387096775,0.0,0.0,0.24023870967741937,0.11178709677419355,1.2226580645161291,0.0,0.0,1.4791774193548388,0.0,0.0,1.2802290322580645,1.2238064516129032,1.338,0,0,1.9743,0,0,1.4073,1.3609,0,-12.339677419354835,-16.067301075268812
2012-09,20.561666666666667,25.65,22,30,0.19457333333333335,0.0,0.0,0.16089333333333336,0.0,0.0,0.19764666666666666,0.11234999999999999,1.2181333333333333,0.0,0.0,1.4532133333333335,0.0,0.0,1.2305466666666667,1.22493,1.2589,0,0,1.9239,0,0,1.2591,1.2667,1,-0.7199462365591387,11.619731182795697
2012-10,20.426774193548386,35.25,14,31,0.11555483870967741,0.0,0.0,0.24500967741935484,0.0,0.0,0.11176129032258064,0.056087096774193546,1.129551612903226,0.0,0.0,1.6920548387096774,0.0,0.0,1.130367741935484,1.1122935483870966,1.2804,0,0,2.1308,0,0,1.2805,1.2314,0,-0.13489247311828123,0.5850537634408575
2012-11,27.403333333333332,34.16,30,30,0.18255666666666667,0.0,0.0,0.27608333333333335,0.0,0.0,0.18254666666666666,0.10704666666666666,1.20468,0.0,0.0,1.7798333333333334,0.0,0.0,1.2129366666666668,1.2143266666666668,1.2701,0,0,2.1745,0,0,1.2919,1.2635,1,6.976559139784946,7.1114516129032275
2012-12,14.597741935483873,21.56,4,31,0.11155483870967743,0.0,0.0,0.07137096774193548,0.0,0.0,0.10519354838709678,0.06560322580645161,1.1250709677419355,0.0,0.0,1.2015806451612905,0.0,0.0,1.1227193548387095,1.1313354838709677,1.171,0,0,1.3498,0,0,1.1716,1.1853,0,-12.80559139784946,-19.782150537634408
2013-01,13.625483870967741,26.36,11,31,0.12388387096774194,0.0,0.0,0.11875806451612904,0.0,0.0,0.10715806451612904,0.03861935483870968,1.138890322580645,0.0,0.0,1.2905548387096772,0.0,0.0,1.125,1.0670451612903227,1.2465,0,0,1.8165,0,0,1.3068,1.2504,0,-0.9722580645161312,11.833333333333329
2013-02,15.08607142857143,27.05,11,28,0.08343571428571428,0.0,0.0,0.14230714285714285,0.0,0.0,0.19199642857142857,0.08871428571428572,1.0842928571428572,0.0,0.0,1.4008821428571427,0.0,0.0,1.223967857142857,1.1776178571428573,1.2492,0,0,1.8377,0,0,1.3263,1.2575,0,1.460587557603688,2.432845622119819
2013-03,14.346774193548388,21.49,8,31,0.028835483870967744,0.0,0.0,0.08663870967741935,0.0,0.0,0.11865806451612902,0.04217096774193548,1.0259354838709678,0.0,0.0,1.2447032258064517,0.0,0.0,1.138406451612903,1.0844322580645163,1.0503,0,0,1.4837,0,0,1.1899,1.1254,0,-0.7392972350230416,-2.1998847926267295
2013-04,26.408666666666665,31.72,29,30,0.07362666666666667,0.0,0.0,0.21121666666666666,0.0,0.0,0.22876666666666667,0.12172999999999999,1.0825433333333334,0.0,0.0,1.5966366666666665,0.0,0.0,1.2668666666666666,1.2437,1.1197,0,0,1.9266,0,0,1.3229,1.3004,1,12.061892473118277,12.801189708141319
2013-05,9.076451612903226,24.22,3,31,0.027916129032258062,0.0,0.0,0.026596774193548386,0.0,0.0,0.10261612903225806,0.05747741935483871,1.0167774193548387,0.0,0.0,1.013258064516129,0.0,0.0,1.1197032258064517,1.1150645161290322,1.1062,0,0,1.4651,0,0,1.2551,1.253,0,-17.33221505376344,-29.39410752688172
2013-06,20.88,40.38,16,30,0.14639,0.0,0.0,0.29449333333333333,0.0,0.0,0.16420666666666667,0.10754,1.1641233333333334,0.0,0.0,1.8318166666666669,0.0,0.0,1.1915499999999999,1.2152766666666668,1.2959,0,0,2.5007,0,0,1.4215,1.3846,1,11.803548387096773,29.135763440860217
2013-07,21.42064516129032,43.8,15,31,0.14458387096774195,0.0,0.0,0.12936774193548387,0.0,0.0,0.2120516129032258,0.1175483870967742,1.1621000000000001,0.0,0.0,1.3649354838709677,0.0,0.0,1.2473612903225806,1.235341935483871,1.3283,0,0,2.1732,0,0,1.4485,1.4147,0,0.5406451612903211,-11.262903225806452
2013-08,9.425483870967742,19.35,2,31,0.1120483870967742,0.0,0.0,0.13645483870967742,0.0,0.0,0.0841741935483871,0.06106129032258065,1.125625806451613,0.0,0.0,1.3854225806451612,0.0,0.0,1.098190322580645,1.1222419354838709,1.3468,0,0,1.664,0,0,1.1524,1.1663,0,-11.995161290322578,-12.535806451612899
2013-09,11.772,22.29,10,30,0.13996999999999998,0.0,0.0,0.029446666666666666,0.0,0.0,0.10974,0.06582666666666667,1.12998,0.0,0.0,0.9592533333333333,0.0,0.0,1.1280066666666668,1.1275866666666665,1.3494,0,0,1.5208,0,0,1.243,1.267,0,2.346516129032258,14.341677419354836
2013-10,12.805806451612904,23.41,7,31,0.10109677419354839,0.0,0.0,0.0599,0.0,0.0,0.07351290322580646,0.03356451612903226,1.0956967741935484,0.0,0.0,1.1679741935483872,0.0,0.0,1.0820064516129033,1.0658225806451613,1.2375,0,0,1.3551,0,0,1.212,1.1366,0,1.0338064516129037,-1.3127096774193543
2013-11,22.011000000000003,24.77,30,30,0.12949666666666668,0.0,0.0,0.17503666666666667,0.0,0.0,0.19447,0.08602,1.14519,0.0,0.0,1.4944099999999998,0.0,0.0,1.2268566666666667,1.1722233333333334,1.2276,0,0,1.8139,0,0,1.2555,1.2062,1,9.205193548387099,8.171387096774195
2013-12,17.40806451612903,19.81,15,31,0.06926129032258065,0.0,0.0,0.1340193548387097,0.0,0.0,0.12780967741935484,0.06651935483870967,1.0776451612903224,0.0,0.0,1.351032258064516,0.0,0.0,1.1490935483870968,1.1331806451612902,1.1554,0,0,1.8165,0,0,1.1999,1.1875,0,-4.602935483870972,-13.808129032258071
2014-01,16.49225806451613,20.86,6,31,0.05866451612903226,0.0,0.0,0.0769032258064516,0.0,0.0,0.17626129032258064,0.059396774193548385,1.0657548387096776,0.0,0.0,1.1825548387096774,0.0,0.0,1.2055967741935485,1.1189225806451613,1.0957,0,0,1.5169,0,0,1.272,1.1962,0,-0.9158064516129016,3.6871290322580705
2014-02,11.127857142857142,15.95,0,28,0.0014607142857142857,0.0,0.0,0.075825,0.0,0.0,0.17075714285714286,0.052175000000000006,0.9819892857142857,0.0,0.0,1.2062214285714286,0.0,0.0,1.1991892857142858,1.1044821428571427,1.0181,0,0,1.6415,0,0,1.2541,1.1867,0,-5.364400921658987,-4.4485944700460855
2014-03,10.238387096774193,13.23,0,31,0.0009838709677419354,0.0,0.0,0.06536129032258063,0.0,0.0,0.14301935483870967,0.02824516129032258,0.9799096774193549,0.0,0.0,1.1846096774193549,0.0,0.0,1.166832258064516,1.0565516129032257,1.0111,0,0,1.3631,0,0,1.2001,1.0959,0,-0.8894700460829483,4.474930875576039
2014-04,6.252,8.37,0,30,0.0,0.0,0.0,0.01363,0.0,0.0,0.09105,0.026866666666666667,0.8999166666666666,0.0,0.0,1.0109366666666666,0.0,0.0,1.1062100000000001,1.0537866666666666,0.9697,0,0,1.1761,0,0,1.178,1.0956,0,-3.9863870967741937,-3.0969170506912453
2014-05,2.07741935483871,7.98,0,31,0.0,0.0,0.0,0.03787419354838709,0.0,0.0,0.007951612903225807,0.004219354838709677,0.7898258064516129,0.0,0.0,1.1046645161290323,0.0,0.0,0.9551096774193548,0.9856451612903225,0.8748,0,0,1.3193,0,0,1.0664,1.0653,0,-4.17458064516129,-0.18819354838709668
2014-06,2.695333333333333,7.71,0,30,0.0,0.0,0.0,0.027756666666666666,0.0,0.0,0.015626666666666667,0.017003333333333332,0.8190566666666667,0.0,0.0,1.0712633333333335,0.0,0.0,0.9910766666666666,1.0317433333333335,0.8948,0,0,1.2238,0,0,1.0897,1.1325,0,0.6179139784946233,4.792494623655914
2014-07,4.471290322580645,6.39,0,31,0.0,0.0,0.0,0.02928387096774194,0.0,0.0,0.06201612903225807,0.05491290322580645,0.9336774193548387,0.0,0.0,1.027632258064516,0.0,0.0,1.0723387096774193,1.1099387096774194,0.9888,0,0,1.2596,0,0,1.1165,1.1513,0,1.7759569892473115,1.1580430107526882
2014-08,2.0180645161290323,5.09,0,31,0.0,0.0,0.0,0.021538709677419353,0.0,0.0,0.046261290322580646,0.01548709677419355,0.8984870967741936,0.0,0.0,0.9320322580645162,0.0,0.0,1.024358064516129,0.9916225806451613,0.9798,0,0,1.2623,0,0,1.1401,1.0801,0,-2.4532258064516124,-4.229182795698923
2014-09,0.232,0.95,0,30,0.0,0.0,0.0,0.013213333333333332,0.0,0.0,0.0,0.0,0.8677566666666667,0.0,0.0,0.9498533333333333,0.0,0.0,0.8526166666666666,0.86655,0.952,0,0,1.1695,0,0,0.941,0.971,0,-1.7860645161290323,0.6671612903225801
2014-10,8.961935483870967,20.25,1,31,0.04056129032258065,0.0,0.0,0.23103548387096773,0.0,0.0,0.05645483870967742,0.030958064516129032,1.0082032258064517,0.0,0.0,1.6525870967741934,0.0,0.0,1.0452032258064516,1.0370774193548387,1.171,0,0,1.9677,0,0,1.1899,1.2119,0,8.729935483870968,10.516
2014-11,17.13533333333333,20.41,10,30,0.20988666666666667,0.0,0.0,0.06674666666666668,0.0,0.0,0.1464,0.09379333333333334,1.2352999999999998,0.0,0.0,1.1871033333333334,0.0,0.0,1.17077,1.1877733333333333,1.3134,0,0,1.4201,0,0,1.207,1.2682,0,8.173397849462365,-0.5565376344086026
2014-12,14.739032258064515,18.49,0,31,0.17988064516129032,0.0,0.0,0.1525741935483871,0.0,0.0,0.13538709677419355,0.058770967741935486,1.2016548387096775,0.0,0.0,1.430974193548387,0.0,0.0,1.1579290322580646,1.1176483870967742,1.2802,0,0,1.8059,0,0,1.1865,1.1487,0,-2.3963010752688163,-10.569698924731181
2015-01,13.28225806451613,25.25,9,31,0.09750967741935485,0.0,0.0,0.1050741935483871,0.0,0.0,0.12959032258064515,0.03792258064516129,1.109325806451613,0.0,0.0,1.260741935483871,0.0,0.0,1.1511612903225807,1.057874193548387,1.2551,0,0,1.7383,0,0,1.3056,1.2532,0,-1.4567741935483856,0.9395268817204308
2015-02,15.41,28.31,13,28,0.17591785714285715,0.0,0.0,0.042489285714285716,0.0,0.0,0.14141071428571428,0.07293214285714286,1.1956142857142857,0.0,0.0,1.0419357142857142,0.0,0.0,1.1536321428571428,1.1217285714285714,1.3315,0,0,1.3034,0,0,1.3228,1.2918,0,2.1277419354838703,3.584516129032256
2015-03,9.31258064516129,15.96,0,31,0.06726774193548388,0.0,0.0,0.014780645161290322,0.0,0.0,0.12612903225806452,0.08334516129032257,1.0582483870967743,0.0,0.0,0.931016129032258,0.0,0.0,1.143209677419355,1.1602709677419356,1.1411,0,0,1.1429,0,0,1.2564,1.2915,0,-6.09741935483871,-8.22516129032258
2015-04,10.196333333333333,14.96,0,30,0.07390000000000001,0.0,0.0,0.0006866666666666667,0.0,0.0,0.09572,0.09608333333333333,1.0821133333333333,0.0,0.0,0.70261,0.0,0.0,1.1116666666666668,1.1923666666666668,1.1371,0,0,1.0581,0,0,1.1745,1.2909,0,0.8837526881720432,6.981172043010753
2015-05,4.474516129032258,8.15,0,31,0.00022903225806451615,0.0,0.0,0.02833548387096774,0.0,0.0,0.023003225806451612,0.02554193548387097,0.9636645161290323,0.0,0.0,0.9863548387096773,0.0,0.0,1.0201903225806452,1.050625806451613,1.0042,0,0,1.2503,0,0,1.1348,1.1406,0,-5.721817204301075,-6.6055698924731185
2015-06,13.411666666666667,24.71,12,30,0.055009999999999996,0.0,0.0,0.01613,0.0,0.0,0.13724999999999998,0.07619,1.05215,0.0,0.0,0.97014,0.0,0.0,1.1595566666666668,1.1525466666666666,1.1744,0,0,1.1748,0,0,1.3019,1.2999,0,8.937150537634409,14.658967741935484
2015-07,23.26483870967742,32.29,20,31,0.18168709677419353,0.0,0.0,0.04478709677419355,0.0,0.0,0.19686129032258062,0.11939677419354838,1.2037,0.0,0.0,1.0737032258064516,0.0,0.0,1.2296354838709675,1.2390354838709678,1.281,0,0,1.4267,0,0,1.327,1.324,1,9.853172043010753,0.9160215053763441
2015-08,20.63225806451613,39.38,11,31,0.11313548387096775,0.0,0.0,0.3292516129032258,0.0,0.0,0.17108709677419356,0.1346483870967742,1.126841935483871,0.0,0.0,1.9299903225806452,0.0,0.0,1.1995774193548387,1.2695645161290323,1.1893,0,0,2.5962,0,0,1.4765,1.4728,0,-2.6325806451612905,-12.485752688172044
2015-09,26.278666666666666,42.28,21,30,0.21127666666666667,0.0,0.0,0.13450333333333334,0.0,0.0,0.20355666666666666,0.14309333333333332,1.2368633333333332,0.0,0.0,1.36849,0.0,0.0,1.23364,1.2856733333333332,1.3136,0,0,2.4371,0,0,1.4928,1.4974,1,5.646408602150537,8.278989247311827
2015-10,0.5893548387096774,3.12,0,31,0.0026096774193548385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9679354838709677,0.0,0.0,0.8606967741935484,0.0,0.0,0.9065806451612903,0.8927967741935484,1.0322,0,0,0.9918,0,0,0.9429,0.98,0,-25.68931182795699,-31.335720430107525
2015-11,3.4073333333333333,6.52,0,30,0.03201333333333333,0.0,0.0,0.052213333333333334,0.0,0.0,0.011273333333333333,0.00034999999999999994,1.0358466666666666,0.0,0.0,1.1181533333333333,0.0,0.0,0.98797,0.9530433333333334,1.073,0,0,1.4002,0,0,1.0503,1.0093,0,2.817978494623656,28.507290322580644
2015-12,11.314193548387097,18.49,0,31,0.10822903225806452,0.0,0.0,0.07970967741935484,0.0,0.0,0.10102580645161291,0.035212903225806454,1.121332258064516,0.0,0.0,1.1787548387096776,0.0,0.0,1.1178354838709679,1.0704935483870968,1.1758,0,0,1.5805,0,0,1.2119,1.1488,0,7.906860215053763,5.088881720430107
2016-01,25.951612903225808,43.5,18,31,0.24546129032258066,0.0,0.0,0.22703548387096775,0.0,0.0,0.20450967741935486,0.07382258064516128,1.2751870967741936,0.0,0.0,1.6122870967741936,0.0,0.0,1.238558064516129,1.1402354838709676,1.5118,0,0,2.1997,0,0,1.4226,1.3387,1,14.63741935483871,6.730559139784948
2016-02,22.861379310344827,40.72,14,29,0.21874827586206896,0.0,0.0,0.20530344827586208,0.0,0.0,0.2077,0.10523103448275861,1.245248275862069,0.0,0.0,1.5799137931034484,0.0,0.0,1.2422793103448275,1.210696551724138,1.508,0,0,1.9133,0,0,1.4047,1.3267,0,-3.090233592880981,-17.72765294771969
2016-03,7.821290322580645,25.46,4,31,0.07259354838709678,0.0,0.0,0.016193548387096773,0.0,0.0,0.04667741935483871,0.019564516129032258,1.0399096774193548,0.0,0.0,1.0061193548387097,0.0,0.0,1.0222451612903227,0.9956806451612903,1.2593,0,0,1.1827,0,0,1.238,1.1952,0,-15.040088987764182,-11.949855394883201
2016-04,2.7053333333333334,5.79,0,30,0.0,0.0,0.0,0.019433333333333334,0.0,0.0,0.0,0.0013499999999999999,0.9071433333333334,0.0,0.0,1.0090366666666666,0.0,0.0,0.9329000000000001,0.9638133333333333,0.9295,0,0,1.1894,0,0,0.9557,1.0427,0,-5.115956989247312,9.92413199851687
2016-05,3.7635483870967743,8.55,0,31,0.0,0.0,0.0,0.047419354838709675,0.0,0.0,0.0,0.006919354838709677,0.9176225806451613,0.0,0.0,1.1325903225806453,0.0,0.0,0.9040612903225806,0.9555806451612904,0.9661,0,0,1.3113,0,0,0.9908,1.09,0,1.058215053763441,6.174172043010753
2016-06,6.598,21.84,2,30,0.0,0.0,0.0,0.09662666666666667,0.0,0.0,0.04117666666666667,0.022996666666666665,0.91418,0.0,0.0,1.2711133333333333,0.0,0.0,1.0195066666666668,1.0324666666666666,0.9474,0,0,1.4903,0,0,1.4108,1.2931,0,2.8344516129032256,1.7762365591397846
2016-07,12.29483870967742,23.13,14,31,0.0,0.0,0.0,0.04339032258064516,0.0,0.0,0.22614516129032255,0.08094838709677418,0.8924387096774195,0.0,0.0,1.1097193548387096,0.0,0.0,1.2638,1.1610387096774193,0.9646,0,0,1.3538,0,0,1.4656,1.3056,0,5.69683870967742,2.862387096774194
2016-08,2.7722580645161288,5.53,0,31,0.0,0.0,0.0,0.12700645161290322,0.0,0.0,0.0012709677419354838,0.010074193548387098,0.8450290322580646,0.0,0.0,1.358725806451613,0.0,0.0,0.9270645161290323,0.9879870967741936,0.9413,0,0,1.6203,0,0,1.0176,1.063,0,-9.522580645161291,-15.21941935483871
2016-09,2.0423333333333336,5.45,0,30,0.004113333333333333,0.0,0.0,0.10804333333333332,0.0,0.0,0.0,0.0007733333333333332,0.91395,0.0,0.0,1.2799566666666666,0.0,0.0,0.8342966666666667,0.9270133333333334,1.0326,0,0,1.6097,0,0,0.9217,1.0258,0,-0.7299247311827952,8.792655913978496
2016-10,4.585806451612903,8.11,0,31,0.009296774193548388,0.0,0.0,0.11141612903225806,0.0,0.0,0.0,0.0069064516129032265,0.9700225806451612,0.0,0.0,1.314725806451613,0.0,0.0,0.8936838709677419,0.9803999999999999,1.0543,0,0,1.5182,0,0,0.9836,1.0733,0,2.54347311827957,3.273397849462365
2016-11,12.511666666666667,15.96,0,30,0.0,0.0,0.0,0.21951666666666667,0.0,0.0,0.08061,0.05703333333333334,0.8485366666666666,0.0,0.0,1.62002,0.0,0.0,1.09365,1.1142133333333333,0.9981,0,0,2.1162,0,0,1.1398,1.1755,0,7.925860215053763,5.382387096774194
2016-12,9.96516129032258,13.52,0,31,0.0,0.0,0.0,0.07283548387096775,0.0,0.0,0.08653225806451613,0.0756516129032258,0.8458709677419355,0.0,0.0,1.1797290322580647,0.0,0.0,1.100925806451613,1.1514612903225807,0.9581,0,0,1.5314,0,0,1.149,1.2269,0,-2.5465053763440864,-10.47236559139785
2017-01,8.255806451612903,12.17,0,31,0.0282,0.0,0.0,0.028451612903225808,0.0,0.0,0.06290645161290323,0.02116774193548387,1.0249,0.0,0.0,1.074174193548387,0.0,0.0,1.0707064516129032,1.0378322580645163,1.0625,0,0,1.2371,0,0,1.1401,1.1101,0,-1.709354838709677,0.8371505376344093
2017-02,1.6857142857142857,5.19,0,28,0.0,0.0,0.0,0.023167857142857146,0.0,0.0,0.0014607142857142857,0.0030785714285714283,0.9517321428571428,0.0,0.0,1.0119678571428572,0.0,0.0,0.9750178571428572,0.9930392857142857,0.9996,0,0,1.2278,0,0,1.0344,1.0531,0,-6.570092165898617,-4.86073732718894
2017-03,0.8035483870967742,2.14,0,31,0.0,0.0,0.0,0.00014838709677419355,0.0,0.0,0.01007741935483871,0.0,0.8403451612903226,0.0,0.0,0.8725483870967742,0.0,0.0,0.9712903225806452,0.9454612903225806,0.9158,0,0,1.013,0,0,1.0596,0.9979,0,-0.8821658986175115,5.687926267281106
2017-04,0.4766666666666667,1.33,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8842166666666667,0.0,0.0,0.8299433333333333,0.0,0.0,0.9010666666666667,0.89682,0.9226,0,0,0.9666,0,0,0.9987,0.9368,0,-0.32688172043010755,0.5552841781874039
2017-05,0.40516129032258064,1.34,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397612903225806,0.0,0.0,0.49512903225806454,0.0,0.0,0.7275935483870968,0.7274806451612903,0.9177,0,0,0.6272,0,0,0.877,0.9289,0,-0.07150537634408605,0.2553763440860215
2017-06,0.07166666666666667,0.41,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525666666666666,0.0,0.0,0.6103733333333333,0.0,0.0,0.7656066666666667,0.78827,0.94,0,0,0.7956,0,0,0.8142,0.8519,0,-0.333494623655914,-0.26198924731182793
2017-07,0.038387096774193545,0.35,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9498741935483871,0.0,0.0,0.7570612903225807,0.0,0.0,0.8091516129032258,0.8623032258064517,0.9811,0,0,0.891,0,0,0.8437,0.8776,0,-0.033279569892473125,0.3002150537634409
2017-08,0.257741935483871,0.96,0,31,0.0,0.0,0.0,0.01622258064516129,0.0,0.0,0.0,0.0,0.9098129032258064,0.0,0.0,0.9683516129032258,0.0,0.0,0.8467387096774194,0.875083870967742,0.9617,0,0,1.1708,0,0,0.9063,0.9277,0,0.21935483870967742,0.25263440860215053
2017-09,0.08366666666666668,0.3,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8778233333333334,0.0,0.0,0.7894066666666667,0.0,0.0,0.8449066666666667,0.8671666666666666,0.9085,0,0,0.9401,0,0,0.8769,0.9176,0,-0.1740752688172043,-0.39343010752688173
2017-10,0.0012903225806451613,0.04,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7535064516129032,0.0,0.0,0.45509032258064513,0.0,0.0,0.6579967741935484,0.6413612903225807,0.9039,0,0,0.8977,0,0,0.8315,0.7988,0,-0.08237634408602151,0.0916989247311828
2017-11,0.005333333333333333,0.05,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8263466666666666,0.0,0.0,0.66521,0.0,0.0,0.8217866666666667,0.7575266666666667,0.8906,0,0,0.8287,0,0,0.8571,0.8061,0,0.004043010752688172,0.08641935483870969
2017-12,0.18838709677419355,0.35,0,31,0.0,0.0,0.0,0.0008096774193548386,0.0,0.0,0.0,0.0,0.843041935483871,0.0,0.0,0.8411903225806452,0.0,0.0,0.867558064516129,0.8409516129032258,0.8807,0,0,1.0289,0,0,0.9114,0.8914,0,0.18305376344086022,0.17901075268817204
2018-01,0.5645161290322581,1.41,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046548387096774,0.0,0.0,0.619858064516129,0.0,0.0,0.8574225806451612,0.7990419354838709,0.9796,0,0,0.8314,0,0,0.9549,0.8969,0,0.3761290322580646,0.19307526881720438
2018-02,1.5525,3.96,0,28,0.0,0.0,0.0,0.06100357142857143,0.0,0.0,0.0034857142857142856,0.0,0.8748071428571428,0.0,0.0,1.052825,0.0,0.0,0.9409535714285714,0.8556464285714286,0.9846,0,0,1.5261,0,0,1.0202,0.9518,0,0.9879838709677419,0.6118548387096773
2018-03,0.007096774193548388,0.07,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7750709677419355,0.0,0.0,0.8094677419354839,0.0,0.0,0.7908612903225807,0.7321612903225806,0.8567,0,0,0.956,0,0,0.851,0.7773,0,-1.5454032258064516,-2.5333870967741934
2018-04,0.5616666666666668,1.16,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8870733333333334,0.0,0.0,0.6997766666666667,0.0,0.0,0.8322033333333334,0.7651733333333334,0.9287,0,0,0.9321,0,0,0.8819,0.8032,0,0.5545698924731184,2.09997311827957
2018-05,0.4693548387096774,1.09,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598322580645162,0.0,0.0,0.6530935483870968,0.0,0.0,0.7460612903225806,0.7305612903225807,0.8218,0,0,0.7969,0,0,0.788,0.8204,0,-0.09231182795698933,-0.6468817204301077
2018-06,0.8543333333333333,1.68,0,30,0.0,0.0,0.0,0.009706666666666667,0.0,0.0,0.0,0.0,0.8609533333333333,0.0,0.0,0.7908233333333333,0.0,0.0,0.7560433333333333,0.82329,0.8906,0,0,1.2742,0,0,0.8113,0.874,0,0.38497849462365585,0.4772903225806452
2018-07,3.44,5.91,0,31,0.12951612903225806,0.0,0.0,0.04956451612903226,0.0,0.0,0.0,0.0,1.1331612903225807,0.0,0.0,1.102532258064516,0.0,0.0,0.8889,0.9079064516129032,1.293,0,0,1.3684,0,0,0.9175,0.9434,0,2.5856666666666666,2.2006881720430105
2018-08,3.662258064516129,10.46,0,31,0.11656774193548387,0.0,0.0,0.04141612903225807,0.0,0.0,0.0,0.0,1.1304774193548388,0.0,0.0,1.0748935483870967,0.0,0.0,0.8573580645161291,0.8939387096774193,1.2482,0,0,1.253,0,0,0.9278,0.96,0,0.22225806451612895,-2.3634086021505376
2018-09,8.607666666666667,14.01,0,30,0.18775666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2077633333333333,0.0,0.0,0.7115333333333334,0.0,0.0,0.8033066666666666,0.8399633333333334,1.3233,0,0,0.9905,0,0,0.8449,0.917,0,4.945408602150538,4.7231505376344085
2018-10,7.835806451612903,30.11,5,31,0.06640967741935484,0.0,0.0,0.15078709677419355,0.0,0.0,0.009061290322580646,0.003467741935483871,1.0289064516129032,0.0,0.0,1.3333645161290322,0.0,0.0,0.856983870967742,0.8159935483870968,1.2429,0,0,2.3495,0,0,1.1298,1.1133,0,-0.7718602150537635,-5.717268817204301
2018-11,18.408666666666665,31.56,15,30,0.17021,0.0,0.0,0.23121666666666665,0.0,0.0,0.05648333333333333,0.02634,1.1908333333333334,0.0,0.0,1.65307,0.0,0.0,1.0337666666666665,1.0148300000000001,1.2564,0,0,2.4954,0,0,1.1512,1.1306,0,10.572860215053762,11.344720430107525
2018-12,7.741935483870968,9.8,0,31,0.016274193548387095,0.0,0.0,0.08945483870967742,0.0,0.0,0.0,0.0,1.0116774193548388,0.0,0.0,1.252651612903226,0.0,0.0,0.8883451612903225,0.9493548387096774,1.0627,0,0,1.4691,0,0,0.9091,0.9914,0,-10.666731182795697,-21.23959139784946
2019-01,7.908387096774193,10.98,0,31,0.037477419354838705,0.0,0.0,0.07120322580645161,0.0,0.0,0.0,0.0,1.0403096774193548,0.0,0.0,1.1924741935483871,0.0,0.0,0.9382322580645162,0.8977322580645161,1.089,0,0,1.5036,0,0,0.9781,0.9518,0,0.1664516129032254,10.833182795698923
2019-02,1.2653571428571428,5.24,0,28,0.004542857142857143,0.0,0.0,0.021549999999999996,0.0,0.0,0.0,0.0,0.9108107142857144,0.0,0.0,1.0466214285714286,0.0,0.0,0.7972964285714286,0.8035535714285714,1.0437,0,0,1.1774,0,0,0.9601,0.9159,0,-6.6430299539170505,-6.809481566820276
2019-03,2.6261290322580644,5.18,0,31,0.0,0.0,0.0,0.05970322580645161,0.0,0.0,0.0,0.0,0.9090193548387097,0.0,0.0,1.1577935483870967,0.0,0.0,0.785158064516129,0.8388387096774194,0.9796,0,0,1.4267,0,0,0.8593,0.8745,0,1.3607718894009215,8.003801843317973
